,GSM2648567,GSM2648568,GSM2648569,GSM2648570,GSM2648571,GSM2648572,GSM2648573,GSM2648574,GSM2648575,GSM2648576,GSM2648577,GSM2648578,GSM2648579,GSM2648580,GSM2648581,GSM2648582,GSM2648583,GSM2648584,GSM2648585,GSM2648586,GSM2648587,GSM2648588,GSM2648589,GSM2648590
G0S2,9.866565,10.56445,10.00637,10.06507,10.81003,10.38397,9.946093,10.0139,10.04572,11.69611,10.25416,10.11113,10.86757,10.32203,10.13272,10.20117,10.0664,11.79595,10.42981,10.21957,11.18422,10.44946,10.36826,10.19475
NENF,10.28287,10.11535,10.30275,10.23576,10.23452,10.22631,10.36728,10.15425,10.13796,10.05015,10.06505,10.11677,10.08185,10.16831,10.01417,10.15056,10.03969,9.944353,10.05179,10.12812,10.03838,10.02486,9.894048,9.984598
SRP9,10.79849,10.78794,10.80552,10.84148,10.87586,10.77631,10.80938,10.72948,10.86774,10.69959,10.88062,10.92017,10.82045,10.7975,10.97356,10.9995,10.8694,10.67512,10.92456,10.57395,10.91953,10.88347,10.92325,10.94979
H3F3A,12.2865,12.1942,12.29219,12.26928,12.24009,12.23069,12.30841,12.18878,12.25754,12.06972,12.26282,12.31046,12.26078,12.28389,12.20759,12.29672,12.1987,12.13496,12.23106,12.33392,12.16024,12.19943,12.22632,12.28359
ARF1,12.77296,12.64191,12.68312,12.67733,12.71012,12.66973,12.68715,12.65094,12.77605,12.78769,12.77503,12.76006,12.77455,12.74238,12.69048,12.73976,12.73816,12.77318,12.67663,12.66839,12.72628,12.713,12.74034,12.71197
GUK1,10.18853,10.25945,10.24368,10.24054,10.24751,10.31675,10.24958,10.31654,10.08033,10.13008,10.0834,10.06783,10.0634,10.02496,9.926065,10.01359,10.11047,10.04052,10.11092,10.23753,10.05093,10.14228,9.979634,9.959084
RNF187,10.43739,10.20861,10.32946,10.40679,10.26465,10.36309,10.33264,10.31759,10.5128,9.909533,10.46431,10.46227,10.38731,10.4895,10.56153,10.48032,10.46614,9.796715,10.30683,10.14785,10.28147,10.3089,10.23936,10.37408
RHOU,10.16806,10.10701,10.05435,10.07632,10.02431,9.974611,9.999478,9.983761,9.9783,9.709568,9.659503,9.662858,9.75114,9.727365,9.719627,9.715349,9.989521,9.859324,9.693813,9.731683,9.815746,9.815233,9.696497,9.601173
GNPAT,10.07037,9.870655,10.08785,10.15573,9.979916,9.891699,10.03645,9.870938,9.987577,9.668723,9.997262,10.06627,9.934085,10.0019,10.04579,10.05186,9.903227,9.693035,9.986591,9.89927,9.885639,9.805136,10.05866,10.03006
TSNAX,9.991297,9.607238,9.897419,9.924033,9.634102,9.614908,9.848714,9.870513,10.05566,9.035736,10.02341,10.14706,9.833676,9.970299,10.10833,10.04388,9.961721,8.992408,9.929836,9.435219,9.621358,9.796736,10.16623,10.03077
GPR137B,9.964055,10.15116,10.00263,9.993238,10.41428,10.14692,10.18965,10.03536,9.865325,9.956043,9.832928,9.931046,9.926082,9.826688,9.800792,9.885288,9.901825,10.19475,9.82461,9.997732,10.02165,9.939358,10.02374,9.820281
LGALS8,10.03929,9.879073,9.999625,10.06017,9.724458,9.743681,9.986852,9.934797,9.961878,10.40401,9.89671,9.92367,9.746035,9.786453,10.0492,9.907979,9.970404,10.29539,9.87504,9.68617,9.619406,9.737999,9.872821,9.87118
NLRP3,9.92027,10.05028,9.887674,9.883253,9.96945,9.866505,9.866956,9.820859,10.00635,9.921406,10.10411,10.05109,10.22632,10.01741,10.06296,10.05272,10.11075,10.29873,10.15837,10.0698,10.11193,10.11719,10.06985,9.995903
MRPL20,10.22318,10.20329,10.22364,10.19486,10.33214,10.14757,10.27883,10.0821,10.28805,10.29729,10.37509,10.30322,10.38074,10.301,10.33312,10.37654,10.15978,10.28005,10.26926,10.30468,10.32712,10.18417,10.25224,10.30825
TNFRSF9,9.307927,11.11403,9.808077,9.901264,11.4708,10.96999,9.433561,9.650286,9.401069,12.39235,9.972062,9.635747,11.07532,10.38523,9.707737,9.953633,9.305019,12.0458,10.09864,9.552773,11.39313,10.26173,9.826632,9.836923
SRM,11.01573,11.41745,11.15018,11.08982,11.28256,11.31107,11.13471,11.25176,10.9016,10.98422,11.06686,10.98192,11.1358,11.09897,11.05186,11.05217,11.10301,11.23703,11.07797,11.1453,11.25408,11.24312,11.05093,10.93942
EXOSC10,10.6164,10.61592,10.59416,10.67069,10.5843,10.55758,10.58332,10.60656,10.46409,10.4769,10.50475,10.49835,10.52462,10.50934,10.4978,10.59971,10.47881,10.4478,10.51223,10.53963,10.51825,10.44167,10.62164,10.54897
UQCRH,10.72475,10.70831,10.78902,10.79629,10.82208,10.74662,10.89014,10.82293,10.76621,10.80954,10.87036,10.88983,10.86003,10.86171,10.89054,10.9433,10.69605,10.70254,10.80967,10.81214,10.77759,10.77271,10.69316,10.83476
EIF1AX,10.36748,10.22767,10.26447,10.28665,10.43757,10.18512,10.18056,10.28204,10.2982,10.52592,10.26741,10.24689,10.31395,10.31832,10.40243,10.32019,10.28948,10.61226,10.18767,9.807981,10.44078,10.14285,10.17839,10.28929
RCC2,10.6382,11.11957,10.74102,10.71387,11.03108,11.00925,10.67431,10.8999,10.61859,10.88232,10.85336,10.81152,10.97625,10.89091,10.79214,10.81659,10.80083,11.09116,10.85398,11.02019,11.12222,11.01427,10.76772,10.77829
UBR4,10.09966,9.503482,10.03689,9.755399,9.940485,9.737634,9.953583,9.477516,9.924195,10.19892,9.962179,9.865791,9.901544,9.876383,9.815397,9.833893,9.687963,10.01879,9.999195,9.810902,9.91226,9.815353,9.874172,9.824666
DDOST,10.50854,10.38923,10.45558,10.37494,10.40321,10.33723,10.43384,10.35053,10.34846,10.26355,10.40948,10.429,10.43526,10.36262,10.40138,10.41191,10.36242,10.19812,10.37764,10.36703,10.30872,10.34948,10.29603,10.34564
HP1BP3,10.34555,10.23289,10.20972,10.33639,10.23378,10.18591,10.18398,10.29008,10.13032,9.808601,10.15782,10.13178,10.09507,10.14747,10.07153,10.16995,10.10921,9.892618,10.04621,9.990776,10.02928,10.10948,10.22248,10.21618
EIF4G3,10.38919,10.26417,10.35805,10.30881,10.32708,10.2549,10.30726,10.28449,10.4939,10.23558,10.52999,10.56043,10.52333,10.47745,10.53773,10.53505,10.47158,10.34833,10.45589,10.50191,10.4435,10.50607,10.50915,10.45985
NBPF3,11.91342,11.66032,11.74576,11.74232,11.98454,11.75562,11.73239,11.61456,11.61888,11.71896,11.83161,11.83988,11.94148,11.9036,11.91915,11.74268,11.77981,12.06506,11.95654,11.70174,11.9587,11.86141,11.82323,12.02304
RUNX3,11.32135,11.70055,11.3641,11.331,11.54451,11.5715,11.43585,11.4192,10.95164,11.52064,11.10418,11.13579,10.88134,11.03881,10.9609,10.99614,11.24434,11.49978,11.28059,11.42488,11.15504,11.28867,11.20831,11.30403
STMN1,10.16258,9.940012,10.04733,10.13286,9.925171,9.953998,9.996789,10.06834,9.777749,9.436485,9.733777,9.795649,9.652947,9.638909,9.794616,9.878984,9.947118,9.635048,9.671377,9.761716,9.728832,9.80395,9.871511,9.942728
WASF2,10.76095,10.77952,10.64218,10.74846,10.69893,10.79746,10.75265,10.55473,10.77059,10.63631,10.75522,10.92211,10.78432,10.69647,10.78103,10.8639,10.8239,10.56269,10.7652,10.85845,10.68719,10.88021,10.8811,10.79492
IFI6,12.15801,12.37817,12.12061,12.22777,12.12864,12.29111,12.17162,12.19662,12.08323,12.82541,12.11312,12.13771,12.20877,12.0744,12.41708,12.33733,12.15537,12.76838,11.99202,12.035,11.98963,12.04773,12.28532,12.10493
SNORA61,9.561083,10.65975,9.628337,9.923878,10.3124,10.24515,9.688639,10.028,9.821536,9.579502,9.70081,9.808563,9.804811,9.965686,9.839084,9.851702,10.52815,10.09132,9.701202,10.62689,9.92531,10.22421,10.09023,10.05999
LAPTM5,13.28393,13.23569,13.22368,13.22749,13.24157,13.25844,13.24317,13.24392,13.21406,13.09475,13.1916,13.24347,13.23657,13.21742,13.27628,13.23939,13.26773,13.11855,13.21746,13.1479,13.19783,13.20022,13.21829,13.22595
PTP4A2,11.97183,12.00455,11.92485,11.94992,12.03133,11.90687,11.94886,11.93163,11.9607,12.01729,11.99465,11.95022,12.08411,11.98747,12.01486,12.01651,11.84692,11.97754,11.86765,11.79971,12.01368,11.8271,11.93459,11.88963
YARS,9.755907,9.90198,9.792188,9.741583,9.979885,9.881107,9.803024,9.756985,9.950649,9.817833,9.97037,10.12676,10.03217,10.06213,10.09983,10.09558,9.897927,9.817092,10.04146,9.785056,10.09398,9.934656,9.95387,10.02668
SFPQ,11.03694,11.00682,10.94244,11.01147,11.01001,10.91082,10.86268,10.92417,11.23724,11.36712,11.30591,11.31401,11.36229,11.32968,11.34321,11.36922,11.19178,11.35865,11.22219,11.21736,11.22666,11.2081,11.20836,11.20762
MRPS15,10.60166,10.70774,10.63229,10.74823,10.52353,10.76022,10.6554,10.77958,10.75851,10.6939,10.7649,10.77311,10.70719,10.87654,10.81194,10.93407,10.789,10.64654,10.67301,10.81526,10.65774,10.7205,10.65786,10.83247
MTF1,9.50511,9.811558,9.580001,9.583724,9.959112,9.790884,9.604147,9.710238,9.55287,10.51225,9.747715,9.776018,10.12869,9.789947,9.768374,9.734585,9.520543,10.49548,9.740643,9.540838,10.15601,9.723172,9.711161,9.562662
SF3A3,10.65239,10.47494,10.43817,10.51215,10.52781,10.41574,10.42323,10.4255,10.48626,10.19612,10.4894,10.51079,10.44986,10.51382,10.61565,10.50454,10.47797,10.42302,10.4313,10.34618,10.60073,10.50048,10.64354,10.60653
A,12.11936,12.23358,12.17429,12.1672,12.25735,12.2143,12.24282,12.1794,12.10081,11.9637,12.2198,12.26408,12.28842,12.14627,12.22643,12.21068,12.18643,12.01146,12.14523,12.13726,12.19053,12.14515,12.2111,12.16449
PPT1,13.20899,13.12997,13.17397,13.12984,13.13872,13.14217,13.22278,13.13504,13.13034,13.00092,13.19691,13.25778,13.21731,13.11071,13.23348,13.24912,13.09613,13.06085,13.08861,13.01348,13.10448,13.08852,13.21415,13.15473
RIMS3,10.06197,9.809558,10.12533,9.99246,9.60885,9.925051,10.25815,10.01291,9.552439,7.960918,9.322998,9.496506,9.210578,9.356305,9.503051,9.535187,9.78123,8.341782,9.613803,9.755441,9.087623,9.598231,9.642917,9.637318
FOXJ3,11.8431,11.81523,11.72702,11.83612,11.86941,11.83482,11.83168,11.84419,11.8732,11.77093,11.90975,11.95069,11.91254,11.89703,11.95881,11.95621,11.91517,11.77758,11.90729,11.85247,11.8922,11.90809,11.91132,11.95111
MED8,10.6455,10.69181,10.69436,10.57941,10.57624,10.65673,10.68594,10.74252,10.75304,10.17862,10.76103,10.80845,10.69032,10.65431,10.79599,10.83939,10.75261,10.28383,10.68833,10.74767,10.59868,10.68191,10.94292,10.75339
PRDX1,11.7898,11.82126,11.84043,11.83317,12.0226,11.81732,11.88228,11.57042,11.74752,11.90172,11.81614,11.86804,11.96873,11.77371,11.82785,11.88384,11.64276,11.82855,11.84129,11.63274,11.88171,11.76014,11.77425,11.82031
GPBP1L1,10.86914,10.81547,10.8249,10.78072,10.83066,10.80778,10.92197,10.78,10.86205,10.66884,10.85238,10.81993,10.84864,10.78838,10.80551,10.8429,10.74851,10.612,10.8344,10.86265,10.81675,10.80739,10.93864,10.8167
LRRC41,10.32214,10.42928,10.35396,10.33877,10.47437,10.48584,10.42748,10.45558,10.27566,10.40403,10.35573,10.38161,10.43047,10.31476,10.43047,10.34992,10.32444,10.37312,10.33474,10.18926,10.39687,10.3364,10.29646,10.26743
MKNK1,10.82981,10.48335,10.65989,10.73747,10.41109,10.41747,10.60178,10.65208,10.90833,10.34447,10.6238,10.65916,10.50641,10.59385,10.63507,10.62519,10.6899,10.13168,10.59711,10.5562,10.35306,10.40968,10.62736,10.67809
EPS15,10.23304,10.03567,9.992496,10.07022,10.06889,9.959069,10.08823,9.991929,10.01785,9.876845,10.02636,9.978205,9.914017,10.08013,9.960001,9.953164,9.8599,9.725643,9.808699,9.635066,9.809214,9.795715,9.917892,9.97167
TMEM48,9.864699,10.05552,9.900243,9.993038,10.00102,9.993334,9.861123,10.04478,9.983839,9.634741,9.976927,9.961112,9.980556,9.91527,9.974791,10.06914,9.984637,9.863183,9.967081,10.02348,10.17512,9.913868,10.06507,10.04599
TMEM59,11.76173,11.67721,11.73307,11.80409,11.6536,11.6761,11.73768,11.69235,11.75471,11.54615,11.76093,11.73961,11.606,11.70159,11.71303,11.72876,11.74584,11.54327,11.70229,11.55444,11.65531,11.59573,11.6315,11.66458
SSBP3,10.76155,10.68073,10.73097,10.83447,10.52184,10.70549,10.76373,10.85995,10.7074,9.606112,10.48779,10.66749,10.53125,10.5683,10.58666,10.60703,10.78811,10.25688,10.52345,10.82611,10.62519,10.8526,10.83623,10.90705
DHCR24,11.2657,11.19174,11.27593,11.24532,10.95821,11.05125,11.24062,11.30485,11.38819,10.42127,11.33801,11.31351,11.27045,11.27739,11.34941,11.43516,11.53156,10.78035,11.39897,11.52157,11.44196,11.47868,11.68513,11.46333
HNRNPA1,11.58259,11.35995,11.48343,11.60051,11.57162,11.39372,11.64566,11.46616,11.36408,11.3596,11.43853,11.4715,11.39006,11.42621,11.33072,11.48189,11.32667,11.43066,11.46081,11.35593,11.41841,11.40361,11.49863,11.54699
AK2,11.26682,11.41156,11.38541,11.28374,11.4168,11.33579,11.31648,11.17036,11.51176,11.72367,11.53295,11.52673,11.56803,11.60481,11.56401,11.57464,11.37708,11.56807,11.47862,11.245,11.58467,11.4489,11.4114,11.33674
JUN,10.0134,10.00165,10.0107,10.06689,10.04099,10.09885,10.08506,10.07967,10.14133,10.47864,10.14087,10.1213,10.26952,10.15316,10.22358,10.23702,10.06848,10.46084,10.23919,10.0838,10.17374,10.11139,10.27613,10.21483
JAK1,10.09385,10.09164,10.17365,10.19771,10.44919,10.20356,10.10373,10.03559,10.04476,10.45186,10.15455,10.0207,10.37733,10.24682,10.16363,10.08256,10.02683,10.24839,10.13145,9.890272,10.26371,10.09261,9.9268,10.09174
AIDA,10.48214,10.25903,10.34193,10.54506,10.47375,10.33154,10.44128,10.37954,10.31072,11.13063,10.27919,10.28583,10.16524,10.30479,10.41355,10.37773,10.16729,10.97612,10.19341,9.987845,10.26597,10.12571,10.33675,10.49191
FUSE,10.16575,10.21913,10.17041,10.16864,10.24457,10.05972,10.08233,9.975261,10.27615,10.26176,10.23845,10.26487,10.28481,10.20258,10.18656,10.23375,10.32357,10.35368,10.35595,10.26828,10.36165,10.41952,10.42915,10.49373
MCOLN2,8.148705,9.905272,8.582783,8.556943,10.67231,9.846357,8.327438,8.316082,7.961618,11.34164,8.695141,8.420186,9.88615,9.166853,8.082887,8.257766,7.16849,11.07559,8.553164,7.924017,10.13282,8.678391,7.819246,7.767371
SEP15,11.46145,11.4947,11.54525,11.5603,11.57935,11.42122,11.50269,11.50439,11.68861,11.70328,11.62592,11.66499,11.63808,11.73855,11.67079,11.77087,11.57791,11.64962,11.58081,11.39084,11.56622,11.50784,11.62165,11.62363
ZNF644,9.940161,9.674464,9.908945,9.872409,9.957565,9.79405,9.887781,9.761307,9.872231,9.734239,9.828259,9.899599,9.8513,9.888504,9.895136,9.997098,9.739721,9.817122,10.01193,9.802338,9.974044,9.860239,10.1394,10.05337
RN28S1,13.57073,13.47491,13.49585,13.54943,13.62956,13.50321,13.55003,13.41824,13.3959,13.40336,13.57764,13.63122,13.60803,13.57833,13.51222,13.62765,13.50816,13.52877,13.51206,13.54973,13.47121,13.49166,13.50318,13.65494
SET,10.6339,10.26156,10.21445,10.4684,10.41142,10.36617,10.42266,10.20209,10.22759,10.25839,10.5014,10.53936,10.42918,10.42038,10.63972,10.47904,10.37337,10.53796,10.43106,10.26393,10.42617,10.30539,10.41907,10.53366
TMED5,10.46156,10.38068,10.46165,10.40848,10.38047,10.35186,10.54574,10.49121,10.79728,10.71068,10.78629,10.76718,10.77961,10.63862,10.80199,10.73162,10.4989,10.43936,10.59574,10.48965,10.48483,10.31748,10.58336,10.49446
DNTTIP2,9.798037,9.779281,9.73984,9.834955,10.11443,9.732527,9.648242,9.594178,9.82422,10.2117,9.966395,9.912048,10.18344,10.08096,10.10955,10.00553,9.698366,10.30053,9.914587,9.729709,10.19313,9.897227,9.903336,9.989164
RPL7,12.50177,12.33496,12.39485,12.46932,12.47373,12.36635,12.52265,12.37174,12.32066,12.2816,12.52134,12.52494,12.51098,12.4628,12.56691,12.53388,12.31283,12.45394,12.4585,12.3853,12.42525,12.38695,12.47233,12.57658
DPYD,10.83971,10.796,10.88581,10.90731,10.67931,10.71018,10.75857,10.82089,10.71737,10.47318,10.66075,10.74677,10.71706,10.63816,10.68292,10.7082,10.9152,10.59449,10.84624,10.82034,10.70419,10.84303,10.8275,10.92798
FRRS1,10.60832,10.18082,10.56173,10.67429,9.863822,10.14839,10.49212,10.49527,10.65719,9.965686,10.54101,10.56702,10.35125,10.51226,10.64578,10.60058,10.61193,9.816354,10.38909,10.44057,10.06645,10.38729,10.48919,10.51056
RPSA,11.1799,11.06391,11.07735,11.14427,11.15755,11.08055,11.19651,11.10893,10.96899,10.90463,10.95996,11.06439,11.01376,10.99395,11.06635,11.00923,10.92165,10.86018,10.94097,10.93452,10.82132,10.78584,10.84324,10.92088
VAV3,10.43843,10.09626,10.40821,10.3734,10.23874,10.21174,10.43877,10.35482,10.43653,9.878331,10.51597,10.45543,10.41073,10.41251,10.52302,10.49829,10.34213,10.1224,10.40257,10.24602,10.18437,10.25191,10.42898,10.37061
SORT1,10.939,10.5992,10.87368,10.80701,10.63104,10.69298,10.98555,10.92571,11.07095,10.62234,11.00675,10.98033,10.76262,10.9115,10.94876,10.98685,10.92367,10.4059,10.94421,10.86922,10.70848,10.91733,10.88907,10.80752
DRAM2,11.28224,11.14025,11.19287,11.25133,11.04004,11.11875,11.28894,11.19255,11.38463,10.98151,11.44703,11.45023,11.32446,11.34809,11.4429,11.41591,11.25569,10.8828,11.22208,11.13772,11.04594,11.12287,11.24938,11.23564
RHOC,11.41158,11.35345,11.46906,11.34425,11.44099,11.46255,11.55126,11.48824,11.52986,11.55364,11.6017,11.64041,11.55781,11.55919,11.52143,11.60621,11.5541,11.35253,11.6356,11.60616,11.58918,11.59455,11.57375,11.39322
TRIM33,10.33285,10.33545,10.34572,10.39153,10.25405,10.29316,10.27355,10.32384,10.52287,10.41903,10.50499,10.52353,10.48012,10.53942,10.49683,10.50402,10.46526,10.35887,10.432,10.43685,10.32721,10.42081,10.46762,10.56736
CSDE1,12.6597,12.5723,12.5895,12.67907,12.64836,12.55558,12.62058,12.56584,12.61101,12.62953,12.70306,12.74773,12.74736,12.69733,12.75071,12.72839,12.57523,12.61979,12.65105,12.57023,12.66034,12.577,12.65599,12.70544
CD58,10.08214,10.85031,10.27678,10.2905,11.15674,10.7748,10.27013,10.19211,10.08083,10.7426,10.46777,10.192,10.81426,10.46927,10.17449,10.25416,9.749202,10.96349,10.36165,10.14562,11.0537,10.45324,10.10852,10.13505
NOTCH2,11.17136,11.18013,11.25131,11.1138,11.36419,11.21372,11.08966,10.92659,11.32921,11.09707,11.32631,11.2085,11.55186,11.39375,11.33237,11.31109,11.36095,11.30587,11.56918,11.26838,11.6492,11.43737,11.49483,11.55955
RNA,10.25465,10.17318,10.215,10.10749,10.21531,10.21207,10.18199,10.18794,10.21083,10.1009,10.23103,10.20404,10.21522,10.18523,10.27314,10.28305,10.12659,10.14331,10.17831,10.12511,10.26686,10.21595,10.3195,10.18636
NBPF11,10.04237,9.901987,9.99,9.964387,10.19517,10.03366,9.870635,9.806551,9.955935,9.928216,10.05231,9.954446,10.12323,10.0825,9.970757,9.931459,9.956641,10.16937,10.20481,9.972727,10.26795,10.08543,10.07449,10.25881
NBPF11,10.0548,9.90201,9.985092,9.972083,10.19836,10.02774,9.872931,9.812677,9.945807,9.937228,10.05056,9.958077,10.12523,10.09064,9.975227,9.933182,9.965758,10.1761,10.20623,9.972021,10.27507,10.08619,10.07983,10.27924
NBPF11,10.5654,10.41928,10.4567,10.48741,10.66594,10.51748,10.35559,10.32561,10.41685,10.50563,10.55931,10.4732,10.63543,10.643,10.52434,10.48252,10.49809,10.75844,10.68859,10.52326,10.79038,10.55218,10.57475,10.76463
NBPF16,10.3078,10.16461,10.27392,10.2205,10.42871,10.2922,10.11215,10.06758,10.21168,10.20254,10.30933,10.19828,10.39005,10.34549,10.22227,10.1915,10.24883,10.4825,10.4701,10.26387,10.57451,10.38321,10.32744,10.50075
CTSS,11.02692,10.8012,10.88745,11.0244,10.98495,10.78162,10.8956,10.79664,10.79865,11.27407,10.87039,10.87362,10.92486,10.88545,10.87682,10.90719,10.67793,11.19334,10.81925,10.65008,10.83681,10.68946,10.82821,10.84763
ARNT,10.79121,10.62449,10.69685,10.81614,10.63986,10.72609,10.82129,10.80388,10.71931,10.3,10.68527,10.62286,10.57392,10.68744,10.65415,10.62892,10.65947,10.29572,10.60144,10.7182,10.45165,10.60256,10.60785,10.54595
LASS2,12.10033,12.05643,12.13212,12.11619,12.06068,12.09864,12.11527,12.1169,12.13029,11.79976,12.12504,12.11083,12.09122,12.0456,12.19262,12.15035,12.10769,11.90333,12.13905,12.07803,12.09476,12.05171,12.15335,12.1395
MRPL9,10.32092,10.38484,10.21512,10.43007,10.24008,10.27576,10.3252,10.41452,10.10315,10.12106,10.20071,10.27714,10.23823,10.22433,10.33258,10.20321,10.21948,10.19933,10.0834,10.14481,10.11432,10.23034,10.2066,10.32721
S100A10,10.4678,10.96522,10.55999,10.7157,10.91101,11.04423,10.91725,11.14229,10.4184,10.85794,10.8606,10.91811,10.86029,10.78479,10.84383,10.71053,10.61333,10.65035,10.75569,10.85802,10.7562,10.85772,10.71666,10.79614
S100A11,12.41135,12.49623,12.3863,12.39826,12.40805,12.45729,12.37885,12.40225,12.2764,12.44005,12.44036,12.48714,12.42491,12.33355,12.47546,12.35739,12.40005,12.46292,12.3398,12.41522,12.41012,12.29839,12.42128,12.31648
ILF2,11.58441,11.70822,11.55842,11.54161,11.68468,11.64044,11.51579,11.65203,11.50761,11.58857,11.54247,11.48955,11.62698,11.57068,11.58332,11.63355,11.60176,11.62622,11.49486,11.56357,11.59221,11.51004,11.49798,11.57251
GATAD2B,11.2515,10.962,11.06174,11.1021,10.96197,10.97646,11.11002,11.01893,11.12628,10.54019,11.09149,11.10981,11.05288,11.12313,11.08902,11.12276,11.03909,10.49253,11.04944,11.05307,10.95402,10.95997,11.19699,11.0914
JTB,10.39845,10.79711,10.52772,10.60821,10.53958,10.72033,10.5537,10.80217,10.70617,10.4858,10.73954,10.71554,10.72838,10.66673,10.73598,10.67403,10.75644,10.46483,10.58248,10.75587,10.65698,10.64709,10.65672,10.61707
RAB13,10.53499,10.67678,10.51977,10.41759,10.70417,10.58982,10.6461,10.54536,10.58976,10.91638,10.47357,10.62445,10.54589,10.54079,10.44888,10.59895,10.79964,10.88635,10.8611,10.80939,10.75023,10.83558,10.70207,10.62412
UBE2Q1,11.08134,11.17423,11.12476,11.08105,11.13832,11.15181,11.12462,11.14123,11.10082,11.01771,11.08079,11.15466,11.17505,11.04252,11.14955,11.11496,11.1621,10.99887,11.17766,11.1076,11.13993,11.11346,11.18451,11.14697
ADAR,10.79242,10.73683,10.75638,10.81663,10.72858,10.69064,10.77406,10.72472,10.66624,11.67223,10.77175,10.76721,10.75923,10.73432,10.87522,10.87228,10.83063,11.7525,10.79957,10.71146,10.79838,10.77724,10.8852,10.93154
KRTCAP2,10.64045,10.75739,10.52748,10.63819,10.50463,10.67969,10.63965,10.78466,10.59396,10.42579,10.46704,10.5346,10.40679,10.45261,10.54088,10.5495,10.74376,10.61498,10.49449,10.80523,10.4971,10.69427,10.66515,10.64783
GBA,10.98423,10.86348,11.03609,10.95181,10.90803,10.90748,11.11327,10.89389,10.88106,10.56911,11.05612,11.09394,11.0626,10.78988,11.05391,11.14316,10.84543,10.26122,10.80402,10.93403,10.75167,10.82456,11.04168,10.84491
SCAMP3,10.1453,10.31598,10.24309,10.2211,10.33864,10.31334,10.25132,10.33868,10.14848,10.15309,10.21476,10.23194,10.28337,10.14222,10.26351,10.22914,10.28018,10.13121,10.26835,10.39375,10.28891,10.285,10.21972,10.08376
CLK2,10.18608,10.18333,10.12936,10.10681,10.40489,10.12523,9.949172,9.914667,9.564994,9.661116,9.628552,9.790461,9.814748,9.74292,9.672562,9.699152,10.00624,10.14662,9.976203,10.05195,10.01361,9.99283,10.07939,10.05694
YY1AP1,10.37025,10.54775,10.35728,10.3501,10.42488,10.44796,10.48184,10.38183,10.30308,10.41152,10.47751,10.51249,10.50843,10.36266,10.56017,10.52105,10.36117,10.4224,10.36596,10.45428,10.52887,10.47346,10.42712,10.55167
GEF,10.02155,10.04907,10.02627,9.907585,10.2232,10.06394,10.03807,9.997654,9.926409,10.09533,9.990254,9.923836,10.06491,9.937353,9.988616,9.983416,10.07653,10.28098,10.16837,10.12048,10.33298,10.08473,10.18174,10.20882
ISG20L2,10.71725,10.98403,10.78238,10.71525,11.05698,10.8931,10.79078,10.78988,10.86941,10.51708,10.90967,10.88988,11.0304,10.9386,10.90579,11.00349,10.87074,10.78939,10.90401,10.9296,11.13527,11.01869,10.98613,10.83791
HDGF,11.45602,11.75758,11.55533,11.49187,11.75563,11.67099,11.50912,11.4423,11.4618,11.57671,11.58145,11.54872,11.75413,11.53338,11.46995,11.50965,11.34925,11.62959,11.5028,11.45624,11.74759,11.59789,11.44232,11.38457
TAGLN2,11.33714,11.35301,11.43018,11.35511,11.46476,11.39343,11.44937,11.45426,11.16843,11.28284,11.51563,11.47119,11.45775,11.44012,11.3681,11.58424,11.36689,11.39292,11.46288,11.46529,11.45304,11.43099,11.49913,11.39498
PIGM,10.09966,9.970318,9.999726,10.10319,9.959975,9.952218,9.988377,10.05529,10.26605,9.107059,10.13321,10.14297,10.09918,10.1768,10.21368,10.1918,10.1113,9.301818,10.18403,10.12321,9.938078,10.14364,10.2154,10.25405
COPA,11.68951,11.58211,11.63344,11.67287,11.59371,11.64843,11.69257,11.63616,11.68066,11.57411,11.7712,11.74286,11.71841,11.70201,11.72183,11.73887,11.69892,11.54136,11.65475,11.56219,11.58548,11.63084,11.65693,11.67735
USF1,10.64867,10.86531,10.57578,10.53969,10.67951,10.69764,10.58505,10.62519,10.63283,10.90627,10.65897,10.74219,10.69292,10.63627,10.72248,10.71945,10.82375,11.08847,10.63684,10.80044,10.58158,10.80183,10.70952,10.71952
TMCO1,10.71349,10.56317,10.71051,10.77867,10.65687,10.58246,10.69913,10.70269,10.92852,10.77002,10.9578,10.93721,10.80869,10.89075,11.03108,10.94233,10.79061,10.75187,10.86251,10.7752,10.88185,10.70774,10.83317,10.91946
CREG1,11.56676,11.30512,11.37212,11.49751,11.27477,11.24326,11.46307,11.33374,11.25767,11.24167,11.17918,11.2745,11.27724,11.18052,11.36213,11.31535,11.26624,11.21264,11.16424,10.86084,11.0765,11.11526,11.24926,11.22622
SNORD76,9.582672,10.29225,9.75813,10.04638,10.52741,10.28302,9.941051,9.90062,9.805168,9.914886,9.936876,10.04612,10.10123,9.956147,10.12284,9.955187,10.01094,10.86771,10.30854,10.46181,10.66066,10.24028,10.4314,10.39406
SNORD74,10.22464,10.77154,10.39567,10.54443,10.73817,10.7983,10.49165,10.74281,10.39182,10.50003,10.48585,10.61091,10.6151,10.61165,10.60776,10.53045,10.8217,11.28776,10.96947,11.06132,11.11381,10.86022,10.6642,10.93535
RC3H1,10.09615,9.990597,10.1975,10.09647,10.15896,10.09975,10.22942,10.04888,10.33422,10.3507,10.35913,10.2861,10.31397,10.30305,10.38696,10.30672,10.2114,10.23503,10.39629,10.08594,10.23767,10.21496,10.30752,10.26441
